text,person,fiction_or_not
"West expressed interest in starting an architecture firm in May 2013, saying ""I want to do product, I am a product person, not just clothing but water bottle design, architecture ... I make music but I shouldn't be limited to one place of creativity""[264][265] and then later in November 2013, delivering a manifesto on his architectural goals during a visit to Harvard Graduate School of Design.[266] In May 2018, West announced he was starting an architecture firm called Yeezy Home, which will act as an arm of his already successful Yeezy fashion label.[267] In June 2018, the first Yeezy Home collaboration was announced by designer Jalil Peraza, teasing an affordable concrete prefabricated home as part of a social housing project.[268][269]",kanye.txt,True
"In March 2015, it was announced that West is a co-owner, with various other music artists, in the music streaming service Tidal. The service specialises in lossless audio and high definition music videos. Jay-Z acquired the parent company of Tidal, Aspiro, in the first quarter of 2015.[270] Sixteen artist stakeholders including Jay-Z, Rihanna, Beyoncé, Madonna, Chris Martin, Nicki Minaj co-own Tidal, with the majority owning a 3% equity stake.[271] In October 2022, in direct response to bans he received on Twitter and Instagram stemming from his antisemitic comments,[272] West reached an agreement in principle to acquire the alt-tech social network Parler for an undisclosed amount.[273][274] Parler and West mutually agreed to terminate the proposed deal in mid-November.[275]",kanye.txt,True
Philanthropy,kanye.txt,True
"West, alongside his mother, founded the Kanye West Foundation in Chicago in 2003, tasked with a mission to battle dropout and illiteracy rates, while partnering with community organizations to provide underprivileged youth access to music education.[276] In 2007, West and the Foundation partnered with Strong American Schools as part of their ""Ed in '08"" campaign.[277][278] As spokesman for the campaign, West appeared in a series of PSAs for the organization, and hosted an inaugural benefit concert in August of that year.[279] In 2008, following the death of West's mother, the foundation was rechristened The Dr. Donda West Foundation.[276][280] The foundation ceased operations in 2011.[281] In 2013, Kanye West and friend Rhymefest founded Donda's House, Inc., a program aimed at helping at-risk Chicago youth.[282]",kanye.txt,True
"West has contributed to hurricane relief in 2005 by participating in a Hurricane Katrina benefit concert after the storm had ravaged black communities in New Orleans[283] and in 2012 when he performed at a Hurricane Sandy benefit concert.[284] In January 2019, West donated $10 million towards the completion of the Roden Crater by American artist James Turrell.[285] In June 2020, in the wake of the murder of George Floyd and the following protests, he donated $2 million between the family of Floyd and other victims of police brutality, Ahmaud Arbery and Breonna Taylor. The donation funded legal fees for Arbery and Taylor's families, as well as establishing a 529 plan to fully cover college tuition for Floyd's daughter.[286]",kanye.txt,True
Acting and filmmaking,kanye.txt,True
"West made cameo appearances as himself in the films State Property 2 (2005) and The Love Guru (2008),[287][288] and in an episode of the television show Entourage in 2007.[289] West provided the voice for ""Kenny West"", a rapper, in the animated sitcom The Cleveland Show.[288] In 2009, he starred in the Spike Jonze-directed short film We Were Once a Fairytale (2009), playing himself acting belligerently while drunk in a nightclub.[290] West wrote, directed, and starred in the musical short film Runaway (2010), which heavily features music from My Beautiful Dark Twisted Fantasy.[98] The film depicts a relationship between a man, played by West, and a half-woman, half-phoenix creature.[291]",kanye.txt,True
"In 2012, West co-directed another short film, along with Alexandre Moors,[292] titled Cruel Summer, which premiered at the 2012 Cannes Film Festival in a custom pyramid-shaped screening pavilion featuring seven screens constructed for the film. The film was meant to tie in with the compilation album of the same name to be released later that year.[293] West made a cameo appearance in the comedy Anchorman 2: The Legend Continues (2013) as a MTV News representative in the film's fight scene.[294] In September 2018, West announced the starting of a film production company named Half Beast, LLC.[295] A documentary shot over 21 years featuring footage of West's early days in Chicago through the death of his mother to his presidential run was announced to debut in 2021. Titled Jeen-Yuhs, it was acquired by Netflix for $30 million[296] and released in 2022.[297]",kanye.txt,True
Presidential campaigns,kanye.txt,True
Main article: Kanye West U.S. presidential campaigns,kanye.txt,True
2020,kanye.txt,True
"West at his first campaign rally in North Charleston, South Carolina, on July 19, 2020",kanye.txt,True
"On July 4, 2020, West announced on Twitter that he would be running in the 2020 presidential election.[298][299] On July 7, West was interviewed by Forbes about his presidential run, where he announced that his running mate would be Wyoming preacher Michelle Tidball, and that he would run as an independent under the ""Birthday Party"", explaining his decision of why he chose the name, saying, ""Because when we win, it's everybody's 'birthday'.""[300] West also said he no longer supported Trump because he ""hid in [a] bunker"" during the COVID-19 pandemic.[301] Continuing, he said, ""You know? Obama's special. Trump's special. We say Kanye West is special. America needs special people that lead. Bill Clinton? Special. Joe Biden's not special.""[301]",kanye.txt,True
